distinct_id,reg_date,first_pay_time,last_month_total_pay,killer_game_num,killer_game_duration,killer_with_friend_num,friend_num,dia_amount,killer_diamond,gift_amount
52929494,2017-01-21 23:29:00,2017-04-22 22:34:22.266,8210,34,103.339,,14,82151,,11138
40829251,2017-02-02 19:26:00,2017-07-23 17:53:18.724,14336,19,60.312,4,39,139681,,116827
101016871,2020-02-20 22:10:39,2020-03-11 15:08:27.622,11262,2,5.868,,93,112612,,92913
51877541,2017-11-25 22:41:00,2020-05-21 09:59:17.846,5090,106,573.060,20,47,45232,200,36572
83221047,2020-01-01 21:29:31,2020-01-16 00:31:40.213,3775,101,428.401,92,48,37773,100,13990
47531806,2018-09-25 21:43:13,2019-07-16 13:13:30.674,4591,27,107.645,22,17,45903,,29943
79323102,2018-07-29 18:03:20,2021-01-05 00:23:20.576,8417,1,3.070,1,168,84170,,43617
10046571,2017-02-05 08:45:00,2017-03-08 23:32:24.854,11549,39,115.432,,99,112513,,13883
54300027,2018-09-19 08:30:49,2020-11-19 15:19:09.782,1262,36,236.172,29,17,12618,,11396
67166045,2017-04-05 13:06:00,2017-04-17 14:38:20.528,7196,3,8.537,,76,72048,,6547
67915362,2019-04-19 23:10:26,2020-11-26 10:54:21.814,6717,10,31.654,8,35,50119,,14958
33986800,2017-06-20 12:31:00,2017-07-08 22:21:13.293,10982,5,35.126,2,24,79828,,65952
78957851,2017-11-10 21:48:24,2019-11-23 05:59:41.344,2730,17,55.332,17,6,27911,,1552
11947365,2017-03-11 12:27:00,2018-11-19 01:52:56.778,14540,8,24.781,8,24,145177,,95547
90325748,2017-03-15 20:00:00,2017-07-28 22:58:42.287,3610,32,147.092,31,31,36100,70,23914
147555477,2020-12-18 03:39:19,2020-12-22 04:44:41.461,2277,21,67.254,,18,22804,,18019
103307341,2020-03-01 21:29:40,2020-03-13 00:18:16.686,2690,4,10.647,,31,26586,,12178
56710840,2017-12-26 22:30:05,2019-01-17 02:42:56.126,1175,13,51.439,,42,11747,,9280
98763680,2018-04-19 23:48:18,2018-06-05 19:44:50.677,254,79,331.708,,37,2539,,1
33668538,2018-04-06 19:05:50,2018-08-21 02:10:35.375,2434,46,147.503,,29,24335,10,2296
25691585,2016-12-11 12:16:00,2017-09-14 10:20:38.398,7132,10,46.844,,6,71254,,56923
21723311,2017-08-29 09:24:00,2017-09-16 11:58:07.666,10244,7,20.605,7,2,103929,,94629
76845364,2017-06-11 15:31:00,2018-10-05 22:25:07.18,420,6,19.164,,13,4182,,9
61505187,2017-05-10 08:17:00,2018-02-23 00:02:44.634,13616,36,124.424,1,12,134882,,27335
114537070,2020-08-12 18:00:16,2020-08-23 03:10:03.727,9340,4,22.300,4,7,93270,,67665
115114001,2020-11-11 11:56:07,2020-11-11 16:12:56.705,2132,65,232.277,11,38,21309,,11485
52090860,2018-03-01 19:05:50,2018-03-11 12:25:14.61,13300,28,84.723,1,43,135084,,104244
44120170,2017-05-07 20:18:00,2017-06-08 23:17:46.358,3149,42,139.442,4,34,31512,,18921
45264943,2018-12-13 12:43:57,2020-10-19 21:44:21.861,2766,2,21.028,,5,27664,,
85381086,2018-01-20 11:33:21,2018-07-27 21:13:37.115,10678,4,19.896,4,30,107864,,4554
72005714,2019-01-06 21:24:29,2019-09-18 05:27:55.676,15802,295,980.762,219,61,158402,178,35247
103486705,2020-01-29 22:34:49,2020-03-25 23:48:15.875,612,61,201.303,2,15,6091,,152
50510297,2017-12-25 03:09:17,2017-12-30 13:58:28.528,13560,28,88.715,13,73,135653,,5979
62924751,2017-09-04 21:41:00,2017-10-07 20:39:22.422,7386,16,63.091,11,73,75625,158,55070
131663668,2020-10-20 04:07:33,2020-10-20 23:51:44.429,6782,43,117.175,3,92,67451,60,8552
17645885,2017-09-20 10:38:00,2019-12-02 19:35:54.27,14428,45,110.169,22,23,144288,,91017
82172319,2017-05-29 22:44:00,2017-07-17 18:36:29.544,9290,36,120.218,,19,89959,,3775
42139903,2019-04-30 23:54:31,2019-05-01 00:49:02.123,1171,25,87.855,1,24,11709,,7164
86565608,2017-11-25 19:25:21,2018-09-01 15:52:54.799,1017,1,5.610,,18,10200,,7022
126585096,2020-05-11 10:16:16,2020-05-11 14:05:20.041,1146,1,1.798,,6,11452,,207
79252265,2017-11-26 21:52:56,2018-02-09 14:18:41.12,236,6,24.877,,5,2360,,36
126097543,2021-01-02 19:08:21,2021-01-02 19:21:18.943,12117,187,852.722,177,55,117821,,63225
23655243,,2017-01-20 01:12:21.33,15308,11,68.827,,11,152072,,3340
96869300,2018-01-29 20:58:29,2018-12-23 19:57:25.154,4175,5,16.892,4,4,41748,,103
28298344,2017-11-01 22:22:00,2019-05-06 16:11:45.439,864,1,5.714,,1,8650,,
109900905,2020-02-28 21:14:40,2020-07-26 07:15:20.076,3486,19,77.348,19,46,34841,,20965
76189914,2017-12-09 18:12:00,2019-06-27 15:32:09.535,6336,1,5.630,,12,63310,,58805
123909505,2020-09-10 16:33:18,2020-09-10 17:37:02.091,9609,14,44.262,5,114,96093,15,990
62724217,2017-04-20 12:36:00,2017-07-08 11:24:29.339,1305,7,37.013,3,233,13008,49,7462
57815553,2019-08-05 18:43:14,2019-11-18 12:40:05.676,444,3,27.558,1,78,4437,,2
63916587,2017-03-15 18:04:00,2017-06-26 18:29:07.021,3688,63,195.341,39,65,36947,,34142
15424246,2018-02-06 17:50:21,2018-08-16 14:45:28.596,8061,2,7.359,,35,80680,,57697
14067788,2017-04-09 19:23:00,2017-05-25 01:39:21.041,1336,3,3.942,,71,14102,,14086
123210540,2020-03-20 19:13:41,2020-05-06 16:33:25.701,1592,1,2.603,1,9,15912,,3
98004062,2017-08-25 19:47:00,2018-11-15 09:28:43.966,5462,5,16.047,5,84,54798,,41798
90256001,2017-01-28 04:50:00,2020-02-12 02:26:23.063,8236,1,1.898,,4,82659,,
66000865,2017-03-11 00:37:00,2017-05-29 23:37:16.32,13060,22,90.594,,44,128087,780,21025
56623213,2018-12-06 03:15:27,2018-12-08 21:12:05.842,10648,4,15.409,,3,106719,,95458
84158209,2019-05-06 21:22:50,2019-06-20 00:25:05.329,13828,73,310.267,26,33,138225,,31
49673662,2019-02-16 16:21:25,2019-04-02 12:48:20.871,7146,7,29.984,7,33,71516,,39917
10414549,2017-11-02 21:57:00,2017-11-08 19:50:19.212,4929,59,465.653,58,13,49235,135,3867
69242143,2017-12-12 11:46:00,2017-12-12 17:34:28.181,14976,20,71.972,20,10,151482,,128046
140708573,2020-12-15 20:40:50,2020-12-31 20:47:32.949,572,979,4202.139,280,113,5719,5578,
110196669,2021-01-13 02:31:40,2021-01-13 02:35:21.086,2522,8,18.804,,8,25212,,
76651656,2019-08-24 01:00:33,2019-09-12 19:40:25.163,1879,74,559.042,28,27,18795,,162
41466822,2020-01-04 23:33:35,2020-12-02 19:40:39.479,203,15,58.589,1,8,2032,,51
74541265,2017-02-10 23:49:00,2020-02-14 10:49:44.104,7596,64,248.356,3,46,75968,,21058
32681396,2019-01-01 23:51:12,2019-02-11 21:32:17.607,3198,1,1.123,,42,31980,,27037
15420526,2017-06-30 08:07:00,2020-09-27 14:18:04.688,3316,42,137.959,12,6,33269,,25
92428350,2017-11-25 19:51:51,2019-02-07 11:48:17.167,7761,259,1476.681,1,51,77610,200,2503
11029812,2020-01-28 19:26:06,2020-09-28 23:05:52.649,10872,2,12.715,2,41,108773,,64559
46283030,2019-07-22 16:11:56,2020-05-27 17:40:19.123,15992,5,20.438,2,22,162389,,107135
80914192,2017-03-14 14:44:00,2017-08-01 06:19:36.374,2914,45,139.474,,11,29238,,10
45267270,2017-08-15 08:31:00,2019-08-12 10:38:59.565,1645,1,1.958,,64,16446,,3424
99250074,2017-12-06 12:15:53,2017-12-11 16:42:14.496,4225,33,179.788,3,80,42806,60,34927
85851178,2017-04-06 12:46:00,2017-10-14 17:07:50.199,1241,501,2582.844,378,32,12452,545,7410
136726811,2020-10-14 10:06:23,2020-10-14 17:48:46.396,11380,56,219.577,2,117,113824,,87607
80505666,2017-12-18 12:44:03,2018-02-18 10:19:05.866,2592,5,35.075,1,20,25924,,1782
125580022,2020-03-15 12:11:20,2020-03-24 18:22:11.684,1010,1,2.177,,69,10100,,9808
142613183,2020-05-25 16:08:52,2020-05-27 22:10:58.401,5442,3,6.722,,16,54483,,1931
33166393,2020-01-28 21:27:39,2020-01-29 06:22:14.508,1996,9,38.685,1,26,19959,,6
30262102,2018-08-25 00:23:32,2018-08-25 17:15:12.711,14340,3,15.745,3,25,143405,,106246
149694744,2020-12-07 04:01:29,2020-12-07 04:08:21.63,8608,71,236.127,,43,86289,,62967
86497710,2018-09-04 12:15:24,2018-09-06 13:04:22.488,6614,299,1716.201,230,11,66234,1555,3626
122788443,2020-09-08 17:54:23,2020-09-20 19:25:16.221,9141,10,44.773,,157,87800,,30722
13971417,,2017-09-08 04:00:08.431,3824,296,1772.413,240,69,39934,3044,5264
20671256,2017-11-25 19:40:26,2018-03-24 13:12:51.188,636,32,105.662,4,17,6370,,238
49445787,2017-04-16 23:36:00,2017-05-18 22:56:46.636,1744,1,3.020,,17,17437,,9061
131187292,2020-06-22 01:00:32,2020-08-20 04:22:50.608,4344,145,683.463,141,249,43500,85,38965
106584933,2020-01-31 12:51:41,2020-02-15 03:01:55.988,12928,2,7.663,,31,129319,,3073
102404253,2020-02-01 21:25:25,2020-08-02 15:45:54.742,3616,2,7.035,,87,36168,,33110
16766605,2017-11-20 15:52:16,2020-02-15 23:14:45.72,2204,58,174.269,54,27,21004,,17444
37910447,2019-02-13 15:27:18,2019-07-25 10:34:32.57,3055,13,51.293,8,15,30573,,95
10943456,2017-11-16 22:04:00,2017-12-03 21:33:54.96,7360,17,46.784,16,12,73621,,51170
116886012,2020-11-17 22:00:48,2020-11-19 22:06:37.669,4214,611,5335.142,575,42,42135,315,41039
28736122,2017-12-22 20:32:00,2017-12-31 10:18:29.312,12062,42,145.878,32,1,119982,,572
96495244,2019-12-30 12:50:05,2019-12-30 13:09:07.293,1257,1,1.516,,7,12572,,1
70636956,2017-11-18 20:30:33,2017-11-27 13:30:12.668,7156,25,100.826,22,45,71211,,2529
56347329,2019-06-30 23:32:17,2019-08-02 01:06:37.635,1077,3,15.234,3,15,10768,20,273
96775260,2019-12-02 00:42:53,2020-02-29 00:49:51.836,2410,72,248.639,60,31,24098,25,18108
21406932,2017-02-15 02:01:00,2017-02-26 00:48:08.114,6402,82,374.651,46,11,63976,,40465
39874870,2017-03-07 17:43:00,2017-03-14 07:05:45.436,4246,104,923.349,2,31,42361,360,1121
77525556,2017-09-18 21:50:00,2018-11-17 04:27:22.414,3386,3,10.055,,160,33913,,21656
94778968,,2020-02-08 11:26:49.169,2804,26,66.701,9,63,27922,,13646
125321030,2020-11-04 21:11:23,2020-11-12 10:40:37.426,2988,28,112.179,8,252,29742,,6162
34913170,2018-09-21 05:17:10,2019-05-30 19:15:19.607,3907,71,357.044,,54,39072,,6
143692062,2020-08-05 16:31:11,2020-08-06 10:51:09.533,10625,36,105.933,13,24,106249,,11342
56692097,2017-06-08 19:17:00,2017-06-15 23:52:11.418,4828,7,17.385,6,52,48224,,44104
130475182,2020-12-24 10:42:00,2020-12-24 10:43:59.758,12239,26,90.984,13,46,122683,,609
64543828,2018-02-21 21:08:52,2020-02-11 07:14:24.205,1886,3,8.721,,17,18721,,814
36474473,2018-05-06 17:32:41,2019-10-24 16:16:35.777,1457,38,116.907,,27,13701,,766
25180050,2017-11-27 14:42:00,2018-11-13 18:33:39.635,2115,105,594.145,84,13,20089,68,422
24198541,,2017-09-21 22:38:51.851,7766,12,41.699,12,19,74414,,53230
115823092,2020-05-13 18:35:06,2020-05-13 20:23:59.49,7772,3,8.288,,22,80835,,47390
132787007,2020-08-11 15:37:12,2020-08-14 21:45:49.44,901,4,16.609,,60,9007,,5559
34059216,2017-03-21 19:45:00,2019-08-14 16:18:48.421,2921,2,24.273,2,21,28328,,23122
37193850,2018-07-25 07:16:53,2020-02-06 00:42:06.09,6238,2,8.913,1,21,62255,,52871
73686962,,2019-05-06 08:53:46.215,2099,52,269.399,9,21,20890,140,5223
59821410,2019-10-27 17:15:12,2019-10-27 21:56:20.12,796,4,12.621,1,39,7962,,284
59247293,2017-05-05 17:41:00,2017-07-14 08:58:06.033,10480,49,171.965,26,85,104844,,42
52014381,2017-12-12 19:10:19,2020-01-31 20:41:35.011,3237,50,161.900,26,36,32348,120,5975
55062401,2017-07-17 13:21:00,2017-08-01 14:43:43.183,8720,41,115.628,,56,86978,,63093
33766977,2017-04-09 01:00:00,2017-04-24 10:48:43.459,8906,19,149.446,7,18,90433,,24143
41603503,2018-01-18 15:04:10,2020-11-07 15:09:03.886,732,26,117.597,22,25,7313,,2056
86355768,2019-03-31 00:19:09,2019-10-17 21:30:06.422,1850,30,133.937,8,64,18497,20,2793
130578065,2020-10-25 17:23:16,2020-10-31 01:39:59.001,12378,4,18.026,,84,123443,,56706
91677290,2017-03-06 14:59:00,2020-02-15 01:26:51.885,8128,11,57.310,,24,79157,,12791
26160702,2018-10-06 00:33:13,2018-10-27 06:21:36.95,3671,39,124.951,,5,36686,,9400
100317006,2020-03-02 23:35:48,2020-03-03 15:57:00.888,5148,2,10.794,,53,51480,,49489
18489260,2017-11-28 18:44:21,2018-04-24 19:18:20.367,881,4,11.891,,26,8810,,711
127445588,2020-05-15 07:29:00,2020-05-15 07:31:37.209,8534,50,167.612,22,40,79657,,50137
24613637,2018-06-21 22:37:27,2018-07-09 13:10:37.85,1868,54,184.449,29,17,18679,,1413
19281721,2017-03-15 22:00:00,2019-08-03 00:57:45.484,913,12,57.014,5,41,9132,,41
109022812,2020-02-26 05:03:00,2020-02-27 05:11:01.922,3599,24,115.234,21,37,36089,,211
25316749,2017-12-03 02:39:00,2017-12-08 22:22:45.852,3440,5,12.885,,24,34432,,8348
121613840,2020-12-02 12:17:56,2021-01-08 00:38:17.418,576,39,176.172,4,10,5746,,
70549540,2017-12-12 13:36:18,2018-07-21 05:58:17.324,602,23,113.685,2,87,6011,,755
100080927,2020-02-12 15:49:44,2020-05-10 15:39:09.383,2454,11,109.345,3,2,24569,,20
19605026,2017-11-29 08:37:59,2018-05-22 12:50:46.076,892,2,14.681,,30,8920,,52
distinct_id,,,,,,,,,,
35994213,2017-11-14 14:18:05,2018-10-22 22:50:39.912,6515,16,66.244,1,9,65141,,56804
24591686,2017-06-18 00:51:00,2020-04-22 19:59:41.598,1158,7,21.534,,13,11617,,207
145941258,2020-11-13 12:13:23,2020-12-14 08:50:12.581,12488,7,25.066,,32,123884,,2000
138255753,2020-09-04 19:48:05,2020-10-29 22:33:34.0,3104,1,6.386,,11,31034,,7513
10088753,2018-10-30 20:23:36,2018-12-06 21:57:19.134,12648,8,27.474,3,49,126483,,119503
22267510,2017-11-29 15:04:00,2018-02-09 18:36:37.471,2845,28,108.447,27,22,28465,,11441
92272122,2017-10-01 01:12:00,2017-10-03 22:57:58.45,11726,1,3.215,,109,78481,,1277
56068199,2017-01-01 21:19:00,2017-02-10 02:25:45.507,8114,75,484.759,4,31,81128,,606
19154027,2019-06-16 22:48:02,2019-06-27 14:13:34.803,1837,6,12.349,,32,18199,,2482
137454011,2020-08-30 03:36:09,2020-09-05 16:15:44.742,10006,232,842.444,206,79,100377,356,18262
133786465,2020-11-21 19:13:51,2020-12-01 08:39:32.479,6865,23,173.533,1,123,69720,,60422
27821109,2017-02-20 22:20:00,2017-07-03 07:59:13.754,5248,1,2.458,,65,52480,,50314
11782995,2018-02-17 15:18:41,2020-01-27 01:44:34.87,9989,7,16.500,6,260,97036,,63122
50046727,2017-01-25 15:32:00,2017-05-22 10:55:08.242,3182,11,22.849,,18,31917,,
149224518,2020-08-08 02:01:26,2020-09-03 15:50:52.813,2086,2,7.067,,37,20846,,6202
28673926,2017-06-01 20:07:00,2019-01-09 01:35:51.188,4718,1,3.330,,80,47131,,44929
23071132,2017-11-27 21:12:00,2017-11-27 22:11:22.351,3608,3,10.676,,62,36087,,3490
89099375,2017-02-07 22:36:00,2017-08-01 22:59:30.431,13070,1,1.298,,96,130599,,90691
63895291,2018-09-15 11:15:55,2018-10-19 21:29:22.892,8129,251,820.302,218,56,77034,395,294
84570614,2019-03-22 03:30:02,2019-03-23 01:24:24.652,3002,14,50.965,9,78,30070,,11063
84016451,2016-11-26 03:07:00,2017-07-07 17:44:23.841,5377,10,31.475,5,50,53515,,18154
78578857,2020-01-25 13:32:09,2020-01-25 19:14:08.156,13403,5,20.966,,119,133204,,103552
74232264,2017-02-10 17:14:00,2017-03-06 14:29:21.717,13404,51,180.822,6,20,130515,10,104740
92962461,2017-11-20 17:12:22,2017-11-21 02:33:33.864,8184,2,4.555,,60,81840,,62324
143750868,2020-03-06 22:11:20,2020-03-08 19:04:19.72,15852,1,1.779,,12,158477,,
47758831,2020-01-27 13:57:20,2020-02-04 01:23:55.002,10664,41,198.637,36,38,137927,120,104107
15250395,2018-06-11 22:13:56,2018-06-15 13:18:51.737,4740,2,5.449,2,46,47395,,
103726557,2020-02-01 18:20:01,2020-02-23 15:56:48.279,984,2,6.995,,1,9826,,7
29041357,,2017-01-08 17:46:08.983,7555,1,4.345,,9,75480,,101
122527396,2020-11-26 00:30:17,2020-11-26 13:17:08.428,597,4,13.740,,9,6022,,41
25757919,2020-01-24 14:30:52,2020-09-16 16:26:54.664,2632,6,20.063,6,26,26303,,17859
147004282,2020-07-01 13:35:24,2020-07-13 03:32:45.079,10120,87,521.233,86,39,83246,,64369
32548097,,2017-01-03 17:00:10.038,854,48,247.867,47,97,8551,730,3881
129184057,2020-12-27 01:43:26,2020-12-27 04:26:30.458,10498,34,116.937,,66,104852,,28260
113128193,2020-09-20 03:14:14,2020-09-26 21:27:31.849,7392,54,166.522,44,20,100174,,60271
29093780,,2017-03-21 10:33:56.252,8786,50,161.052,37,20,86075,45,55637
66993935,2017-12-22 04:43:29,2018-03-08 16:40:15.403,1668,19,94.601,,20,16694,,14
27528094,2019-02-24 21:33:52,2019-03-15 20:31:44.135,11442,28,82.401,10,29,114411,,90302
129663709,2020-09-04 08:22:51,2020-10-15 02:59:18.999,13326,169,1546.911,64,18,133261,,6501
40131920,2017-04-18 23:37:00,2017-06-16 10:23:43.002,12928,37,217.471,37,32,129089,,52528
27294246,2018-11-30 23:33:26,2018-12-10 20:12:52.861,6960,2,6.621,1,33,48706,,32573
120834015,2020-10-27 21:08:47,2020-11-16 17:06:44.395,1460,29,166.337,12,128,14622,25,9890
60320617,2017-11-29 08:40:56,2017-12-02 21:33:15.989,1020,28,83.873,,6,10251,,53
79389636,2018-08-31 00:26:07,2018-12-26 13:14:34.232,1366,5,9.417,4,44,13562,,9514
67560593,2017-04-21 13:42:00,2017-05-23 18:42:50.488,1014,2,7.191,,24,10140,,3229
44864890,2017-04-11 12:14:00,2017-04-13 11:49:55.851,6644,45,191.521,2,24,66408,,17593
82621246,2018-02-10 18:48:09,2018-02-23 19:16:44.9,2378,211,1877.597,191,24,24079,57,1088
56205130,2019-12-11 02:13:20,2020-01-10 00:37:51.578,4365,3,13.593,,51,43647,,12067
90751750,2018-11-24 08:26:31,2019-01-16 20:58:16.663,7722,35,73.116,35,113,78133,,475
90496540,2020-01-29 11:36:30,2020-02-02 08:42:51.893,2718,21,73.509,,3,27207,,4375
92574632,2017-11-24 19:41:36,2018-10-21 22:11:37.179,1482,1,7.312,,15,14861,,8658
136599617,2020-08-20 16:23:46,2020-08-21 02:44:16.57,2332,22,127.417,5,3,23416,,364
130268210,2020-06-03 17:18:06,2020-06-03 17:26:16.797,1370,6,13.035,,15,13743,,4257
148303772,2020-07-24 06:21:03,2020-07-24 10:45:03.697,824,6,26.199,1,10,8238,,1
41030705,2017-11-30 02:06:24,2018-01-27 21:23:00.903,3456,55,178.112,55,29,34560,30,29430
83182170,2017-04-15 21:21:00,2019-05-25 16:55:20.48,6008,25,109.876,2,31,60083,,3006
97426118,2018-05-06 10:41:12,2020-03-02 20:51:35.545,1358,1,2.769,,7,13286,,11
132286931,2020-07-24 23:15:18,2020-08-02 17:22:46.447,5604,12,28.444,12,16,56041,,4730
20937561,2019-07-30 21:14:54,2020-02-01 00:29:16.134,2907,36,119.439,30,11,28344,,1356
45728126,2017-05-15 16:14:00,2017-06-18 16:19:46.825,7255,7,17.230,7,13,77780,,40517
14101559,2017-02-24 22:51:00,2017-09-14 12:12:59.47,6839,3,11.451,3,20,65806,,7410
86749382,2019-06-25 18:52:39,2019-06-29 18:14:23.145,1346,896,5268.036,867,26,13453,310,2
15292466,2017-08-26 18:28:00,2019-05-07 16:08:28.995,2470,1,5.197,,42,24500,,2956
93719158,2019-12-23 19:26:35,2020-01-21 22:50:13.421,7864,17,60.478,,97,78507,80,25659
110086021,2020-10-04 06:07:18,2020-11-07 21:36:59.642,8658,2,3.197,2,64,86303,,60221
98216178,2018-09-22 18:03:21,2020-12-18 17:53:30.182,2027,95,388.369,72,41,20350,189,3170
10587940,2019-04-28 19:55:23,2019-08-07 00:57:27.489,2213,2,5.181,,143,22137,,26
110948867,2020-08-10 16:02:49,2020-08-12 11:39:29.468,6971,60,183.997,5,34,69710,,29
64265229,2017-06-13 22:04:00,2017-06-25 13:08:29.129,11428,3,8.376,,41,116200,,37155
37732000,2017-03-07 11:57:00,2017-08-19 11:50:51.516,9994,48,228.075,18,49,97769,,43026
149332171,2020-06-23 01:25:33,2020-06-24 14:46:55.016,10128,7,19.964,1,35,105222,,63876
26315260,2017-03-26 22:37:00,2017-05-06 18:59:29.339,2264,12,31.399,10,55,22610,,19801
75670579,2018-01-18 22:53:38,2018-02-27 15:08:40.39,2468,4,15.362,,18,24684,,4
77241170,2017-04-06 12:02:00,2019-08-19 22:00:07.663,8024,3,11.773,,15,80155,,65912
44297678,2019-06-28 16:20:13,2019-07-10 00:57:11.514,5212,68,113.638,56,25,52110,,37592
40871604,2017-03-19 14:48:00,2017-09-27 12:09:29.828,3269,81,498.871,,29,33688,85,1615
38150558,2018-09-24 01:58:02,2020-02-27 21:03:18.802,2892,254,962.996,154,46,27195,,5670
94304326,2017-06-21 23:27:00,2017-06-23 23:25:48.079,6878,6,41.262,5,164,68721,,57560
52407461,2019-04-22 15:17:21,2020-02-27 09:23:04.915,1381,2,5.686,,31,13810,,11112
144292985,2020-11-26 04:43:32,2020-12-01 02:59:31.159,3730,28,158.653,14,69,37465,,32534
23294609,,2020-02-07 12:41:58.997,5986,28,170.661,,7,58949,,52089
